671.16,533.3,738.49,510.05,805.04,483.54,732.34,551.82,766.21,584.98,715.8,474.2,718.96,410.84
671.08,533.31,738.43,510.04,804.56,483.57,732.03,551.98,766.14,584.94,716.07,473.82,719.47,410.73
670.86,533.16,738.51,510.03,803.69,483.78,732.63,552.15,766,584.95,716.29,473.29,720.05,410.57
670.79,533.13,738.5,509.94,803.31,483.77,732.33,552.16,766.21,585,716.76,472.87,720.57,410.18
670.47,533.09,738.61,509.85,802.91,483.79,731.95,552.14,766.05,584.91,717.22,472.62,721.09,409.99
670.74,533.09,738.56,509.72,803.21,483.58,732.24,552.29,766.07,584.96,717.53,472.42,721.69,409.94
670.78,533.11,738.53,509.59,803.66,483.44,732.41,551.97,766.05,584.83,717.77,472.12,722.15,409.86
671.18,532.96,738.52,509.61,804.36,483.07,732.29,551.55,765.94,584.73,717.85,472.7,722.8,409.81
671.36,532.9,738.51,509.47,804.98,482.9,735.52,551.81,765.84,584.5,718.4,472.34,723.26,409.76
671.52,532.74,738.36,509.51,805.56,482.68,731.92,551.21,765.87,584.52,718.69,472.82,723.89,409.7
671.48,532.71,738.33,509.38,805.83,482.48,731.77,550.98,765.77,584.31,719.49,472.41,724.35,409.62
671.63,532.57,738.18,509.35,805.84,482.46,731.9,551.01,765.71,584.23,719.54,472.34,724.98,409.67
671.59,532.59,738.11,509.27,805.81,482.32,731.87,550.9,765.62,584.1,719.62,472.25,725.48,409.61
671.56,532.23,738.15,509.18,805.77,482.32,731.8,550.8,765.58,584.14,720.01,472.1,726.06,409.65
671.44,532.52,738.18,509.07,805.52,482.37,733.99,550.81,765.47,584.06,720.36,471.63,726.61,409.64
671.39,532.54,738.15,508.85,805.12,482.49,732.09,550.73,765.42,584.28,720.53,471.24,727.11,409.67
671.32,532.55,738.23,508.79,804.53,482.45,734.1,550.65,765.34,584.24,720.71,470.82,727.7,409.66
671.17,532.55,738.31,508.7,803.84,482.53,735.27,551.08,765.17,584.4,720.84,470.62,728.16,409.72
670.93,532.44,738.51,508.56,802.96,482.77,734.59,550.72,765,584.53,721.18,470.39,728.76,409.72
670.93,532.33,738.63,508.58,802.61,482.79,735.7,551.39,764.95,584.7,721.12,470.43,729.17,409.78
670.62,532.35,738.67,508.55,802.33,482.84,734.96,550.84,764.85,584.7,721.21,470.26,729.79,409.83
670.84,532.31,738.79,508.4,802.35,482.81,735.22,551,764.71,584.74,721.67,470.03,730.21,409.92
670.85,532.34,738.68,508.31,802.43,482.58,735.63,550.49,764.59,584.61,721.42,470.12,730.79,410.02
671.02,532.27,738.7,508.27,802.81,482.57,735.32,550.76,764.48,584.65,721.97,469.92,731.21,410.11
671.2,532.28,738.67,508.26,803.23,482.28,735.31,550.31,764.36,584.56,722.15,469.89,731.77,410.29
671.34,532.15,738.54,508.02,803.78,482.18,734.67,549.78,764.26,584.31,722.31,469.65,732.17,410.49
671.39,532.2,738.5,508.1,804.41,481.84,734.97,549.52,764.13,584.35,722.42,469.87,732.75,410.93
671.53,532.2,738.48,507.97,804.53,481.83,734.61,548.74,764.05,584.22,722.46,469.65,733.14,411.03
671.55,532.23,738.44,507.92,804.72,481.62,735.01,548.51,763.83,584.33,722.6,469.76,733.64,411.23
671.41,532.19,738.29,507.7,804.77,481.72,734.43,548.37,763.62,584.33,722.75,469.45,734.09,411.48
671.43,532.14,738.39,507.55,804.65,481.67,734.87,548.18,763.43,584.35,722.88,469.54,734.56,411.96
671.52,532.1,738.37,507.41,804.48,481.67,734.74,548.24,763.32,584.5,722.88,469.27,735.02,412.14
671.48,531.98,738.42,507.28,804.03,481.74,734.92,548.28,763.09,584.57,722.98,469.11,735.44,412.38
671.43,532.04,738.42,507.09,803.42,481.9,734.46,548.15,762.68,584.48,723.15,468.79,735.97,412.91
671.34,531.97,738.67,506.83,802.98,481.97,734.45,547.87,762.42,584.63,723.13,468.83,736.35,413.14
671.15,531.98,738.62,506.62,802.46,482.05,734.43,548.07,762.36,584.89,723.36,468.62,736.88,413.5
671.12,532.02,738.82,506.3,802.25,482.15,734.7,547.67,762.33,585.02,723.49,468.55,737.22,414
671.1,532,738.87,506.16,802.19,482.17,734.61,547.58,762,585.01,723.77,468.44,737.75,414.32
671.2,531.8,738.88,506.09,802.29,482.19,735.07,547.27,761.79,585.01,723.86,468.65,738.15,414.94
671.27,531.83,738.74,505.83,802.52,482.03,734.56,546.85,761.44,585.14,723.96,468.57,738.59,415.27
671.48,531.77,738.7,505.81,803.15,481.91,734.5,546.89,761.28,585.03,724.11,468.73,739.02,415.9
671.51,531.72,738.47,505.55,803.89,481.69,734.15,546.29,761.28,585.1,724.11,469.02,739.4,416.25
671.66,531.62,738.33,505.55,804.81,481.46,733.55,546.3,761.05,585.21,723.97,469.44,739.9,416.92
671.61,531.53,738.23,505.41,805.26,481.25,732.35,544.38,760.69,585.22,723.7,469.9,740.28,417.69
671.65,531.56,738.15,505.27,805.94,481.22,730.38,544.23,760.49,585.39,723.72,470.34,740.77,418.1
671.63,531.4,738.29,505.2,805.79,481.09,730.12,543.92,760.51,585.43,723.62,470.37,741.14,418.84
